,site,Section,Period,Total Bones Recorded,Geographic Region,author,time,Cervus_elaphus,Dama_mesopotamica,Cervus_Dama,Cervidae,Dama,Megaloceros_sp,Praemegaceros_verticornis,Pseudodama_sp,Capreolus_sp,Capreolus_capreolus,Pontoceros_antiquus_or_Sprocerus_sp,Bovini_gen_et_sp_Indet.,Bovidae_gen_et_sp_Indet.,Bos_sp,Bos_primigenius,Bos_oldowayensis,Leptobos_sp,Pelorovis_oldowayensis,Alcelaphus_sp,Alcelaphus_buselaphus,Gazella_gazella,gazelle_sp,Capra_sp,Capra_aegagrus,shepgoat,Capra_ibex_nubiana,Oryx_sp,Oryx_leucoryx,Oryx_cf_gazella,Antelopini_gen_et_sp_indet,Equus_sp,Equus_africanus,Equus_ferus,Equus_hyduntinus,Equus_caballus,Equus_caballus_hydruntinus,Equus_tabeti,Equus_hemionus,Equus_hemionus_asinus,Equus_cf_melkiensis,Sus_scrofa,Sus_strozzi,Kolpochoerus_olduvaniensis,Kolpochoerus_evronesis,Hippopotamus_sp,hippopotamus_amphibius,Lycaon_sp,Lycaon_lycaonoides,Canis_sp,Canis_aureus,Canis_mosbachensis,Canis_lupus,Ursus_arctos,Ursus_etruscus,Ursus_sp,Panthera_lio,Panthera_paradus,Panthera_gombaszoegensis,panthera_sp,Megantereon_sp,Acinonyx_jobatus,Lynx_sp,Felidae_indet,Felis_chaus,felis_caracal,felis_sylvestris,Genetta_genetta,Herpestes_sp,Herpestes_Icheumon,Meles_meles,Mustelidae,Mustella_nivalis,Martes_foina,Vormela_peregusna,Procavia,Procavia_capensis,Erinaceus_sp,Erinaceus_concolor,Microtus_guenthri,Microtus_Chionomys,Spalax_ehrenbergi,Stellagama_stellio,Crocidura_cf_suaveolens,Gerbillus_sp,Apodemus_sp,Chionomys_nivalis,Mellivora_sp,cf Mellivora_capensis,Lutra_simplicidens,Vulpes_sp,Vulpes_vulpes,cf_Caracal_caracal,Crocuta_crocuta,Crocuta_Hyaena,Hyaenidae_Indet,Hyaena_hyaena,Hystrix_indica,Hystrix_refossa,Procavia_capensis.1,Lepus_capensis,Rhinoceros_sp,Dicerhorinus_sp,Dicerorhinus_hemitoechus,Stephanorhinus_etruscus_etruscus,Stephanorhinus_sp,Stegodon_sp,Mammuthus_sp,Elephas_sp,Palaeoloxodon_antiquus,Camelus_sp,Camelus_cf_thomasi,Giraffa_sp,Hypolagus_beremendensis,Palaeoloxodon_antiquus.1,Struthio_camelus,sciurus_anomalous,Theropithecus_cf_oswaldi,Macaca_sylvana,mediumlarge,Ovis_aries,Capra_hircus,Ovis_Capra,Bos_taurus,Sus_scrofa_dom,Equus_asinus,Canis_familiaris,Equus_sp.1,Equus_cabalus,Camelus_dromedarius,Bos_indicus,Mule,Gallus_galus,REG_NAME,Y,X,
33,Beth Shean area P,Biblical,Iron Age,461,Beth Shean Valley,Horwitz 2006,P8 -late 9th early 8th,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,231,190,8,2,0,0,0,0,0,0,0,עמק בית שאן,712014,247489,
34,Beth Shean area H,Middle Ages,Crusaders-Mamluk,18,Beth Shean Valley,Horwitz 2006,H1-early islamic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,0,1,0,0,0,0,0,0,עמק בית שאן,712014,247489,
35,Beth Shean area L,Middle Ages,Crusaders-Mamluk,113,Beth Shean Valley,Horwitz 2006,L1 early islamic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,51,4,45,0,0,0,0,3,0,0,0,עמק בית שאן,712014,247489,
36,Beth Shean area Q2,Biblical,Late Bronze,67,Beth Shean Valley,Horwitz 2006,12-13th bce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,19,6,1,0,0,0,0,0,0,0,עמק בית שאן,712014,247489,
37,Beth Shean area Q3,Biblical,Late Bronze,91,Beth Shean Valley,Horwitz 2006,12-13th bce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,46,20,12,0,0,0,0,0,0,0,0,עמק בית שאן,712014,247489,
38,Bet She'an 3537/0 ,Middle Ages,Mamluk,43,Beth Shean Valley,Raban-Gerstel et al. nd,12th cent CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,19,0,0,0,1,0,0,0,0,1,עמק בית שאן,711405,247606,
39,Bet She'an 3537/0 ,Middle Ages,Mamluk,32,Beth Shean Valley,Raban-Gerstel et al. nd,13th cent CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,14,1,0,1,1,0,1,0,0,1,עמק בית שאן,711405,247606,
40,Bet She'an 3537/0 ,Middle Ages,Mamluk,170,Beth Shean Valley,Raban-Gerstel et al. nd,13-14th cent. CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,21,1,0,79,22,0,0,0,0,11,עמק בית שאן,711405,247606,
41,Munhata,Prehistory,Neolithic,446,Beth Shean Valley,Ducos 1968 in Martin 1994,PPNB,0,0,0,0,0,0,0,0,0,23,0,0,0,0,73,0,0,0,0,0,0,152,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עמק בית שאן,722947,251867,
42,Tel Megadim,Prehistory,Chalcolithic,65,Carmel Coast,Sapir-Hen and Bar-Oz nd ,Chal-EB I,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,12,14,8,0,0,1,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
43,Nahal Taninim,Biblical,Early Bronze,1,Carmel Coast,Bytinski-Salz 1966,EB 2350BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מישור חוף הכרמל,717330,193367,
44,Tel Megadim,Biblical,Early Bronze,641,Carmel Coast,Sapir-Hen and Bar-Oz nd ,EB I,24,27,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,34,153,247,60,0,0,0,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
45,Tel Megadim,Biblical,Early Bronze,386,Carmel Coast,Sapir-Hen and Bar-Oz nd ,EB IV,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,23,139,86,66,0,0,2,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
46,Dor,Classical,Hellenistic,2373,Carmel Coast,Sapir-Hen et al. 2014,0,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,91,828,561,349,0,143,153,0,10,0,0,0,מישור חוף הכרמל,725107,192464,
47,Dor,Biblical,Iron Age,711,Carmel Coast,Sapir-Hen et al. 2014,IRI,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,52,408,118,1,5,0,2,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
48,Dor,Biblical,Iron Age,586,Carmel Coast,Sapir-Hen et al. 2014,IRI/II,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,308,178,1,2,0,1,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
49,Dor,Biblical,Iron Age,735,Carmel Coast,Sapir-Hen et al. 2014,IRII,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,338,271,12,12,0,2,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
50,Dor,Biblical,Iron Age,1871,Carmel Coast,Ranan-Gersal et al. 2008,Early Irone Age,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,161,1065,433,0,10,0,0,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
51,Dor Area G,Biblical,Iron Age,1368,Carmel Coast,Lisk E. 1999,early Iron I,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,84,712,463,22,0,6,8,0,0,0,0,9,מישור חוף הכרמל,725107,192464,
52,Dor Area G,Biblical,Iron Age,442,Carmel Coast,Lisk E. 1999,Iron II,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,64,6,0,3,3,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
53,Dor Area G,Biblical,Iron Age,572,Carmel Coast,Lisk E. 1999,Late Iron I,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,152,4,0,2,1,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
54,Tel Megadim,Biblical,Late Bronze,116,Carmel Coast,Sapir-Hen and Bar-Oz nd ,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,58,21,6,0,0,1,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
55,Tel Megadim,Biblical,Middle Bronze,366,Carmel Coast,Sapir-Hen and Bar-Oz nd ,MB II,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,22,151,55,73,0,0,0,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
56,Atlit-Yam,Prehistory,Neolithic,324,Carmel Coast,Galili et al. 1993,PPNC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,139,29,0,0,0,0,0,0,0,0,מישור חוף הכרמל,717388,191867,
57,Neve Yam,Prehistory,Neolithic,88,Carmel Coast,"Horwitz, L.K. (1988)",6310±395 BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,20,0,0,0,0,0,0,0,0,מישור חוף הכרמל,731747,193375,
58,Tel Hreiz,Prehistory,Neolithic,63,Carmel Coast,Horwitz et al. 2002,Pottery Neolithic,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,12,0,0,0,0,0,0,מישור חוף הכרמל,738869,195553,
59,Dor,Biblical,Persian,1339,Carmel Coast,Sapir-Hen et al. 2014,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,60,304,162,9,0,692,36,0,0,0,0,0,מישור חוף הכרמל,725107,192464,
60,Tel Megadim,Biblical,Persian,335,Carmel Coast,Sapir-Hen and Bar-Oz nd ,Persian,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,36,92,103,8,0,0,2,0,0,0,0,0,מישור חוף הכרמל,736700,195420,
61,Dor,Classical,Roman,1072,Carmel Coast,Sapir-Hen et al. 2014,0,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,36,381,239,240,0,22,53,0,1,0,0,0,מישור חוף הכרמל,725107,192464,
62,Na'an ,Classical,Byzantine ,312,Central Coastal Plain,Sade nd,6th cent. CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,159,0,0,0,0,0,0,0,0,3,מישור חוף יהודה,642304,187980,
63,Na'an ,Classical,Byzantine ,162,Central Coastal Plain,Sade nd,6-7th cent CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,68,0,6,0,0,0,0,0,0,9,מישור חוף יהודה,642304,187980,
64,Yavne Yam,Classical,Byzantine ,47,Central Coastal Plain,Sade nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,6,מישור חוף יהודה,647848,171136,
65,Rishon Lezziyon Sprinzak,Classical,Byzantine ,144,Central Coastal Plain,Horwitz and Shavit nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,73,8,31,0,0,0,7,0,0,0,מישור חוף יהודה,652468,180205,
66,Yehud Lugano (A-6526),Classical,Byzantine ,141,Central Coastal Plain,Marom nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,76,52,2,0,0,0,0,0,0,0,1,מישור חוף יהודה,659876,189713,
67,Jaffa French Hospital,Classical,Byzantine ,10,Central Coastal Plain,Motro and Kahila Bar-Gal nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,מישור חוף יהודה,662200,176700,
68,Caesarea KK,Classical,Byzantine ,316,Central Coastal Plain,Cope 1999,Byzantine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,47,92,14,2,0,0,9,0,0,40,מישור חוף השרון,712000,190200,
69,Gat Govrin,Prehistory,Chalcolithic,206,Central Coastal Plain,Ducos 1972,Chalcolithic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,37,0,76,38,8,0,0,0,0,0,0,0,מישור חוף יהודה,616850,179050,
